STATE,Age,Total,Total Registered,Percent registered (18+),CI Registered,Total Voted,Percent voted (18+),CI Voted,Year
ARKANSAS,25 to 34,362,194,53.7,6.2,140,38.6,6,2012
ARKANSAS,35 to 44,357,234,65.6,5.9,205,57.5,6.2,2012
ARKANSAS,45 to 64,742,498,67.1,4.1,442,59.6,4.2,2012
ARKANSAS,65+,449,324,72.1,5,267,59.4,5.5,2012
CALIFORNIA,Total,28357,15356,54.2,0.9,13462,47.5,0.9,2012
CALIFORNIA,18 to 24,3962,1787,45.1,2.4,1447,36.5,2.3,2012
CALIFORNIA,25 to 34,5357,2548,47.6,2.1,2070,38.6,2,2012
CALIFORNIA,35 to 44,5030,2478,49.3,2.1,2118,42.1,2.1,2012
CALIFORNIA,45 to 64,9356,5459,58.3,1.5,4926,52.6,1.6,2012
CALIFORNIA,65+,4653,3084,66.3,2.1,2902,62.4,2.1,2012
COLORADO,Total,3817,2635,69,2.3,2495,65.4,2.3,2012
COLORADO,18 to 24,493,278,56.5,6.7,259,52.5,6.8,2012
COLORADO,25 to 34,693,411,59.2,5.6,363,52.4,5.7,2012
COLORADO,35 to 44,684,484,70.9,5.2,452,66.2,5.5,2012
COLORADO,45 to 64,1354,1025,75.7,3.5,989,73,3.6,2012
COLORADO,65+,593,437,73.6,5.5,432,72.8,5.5,2012
CONNECTICUT,Total,2726,1760,64.6,2.5,1568,57.5,2.5,2012
CONNECTICUT,18 to 24,333,145,43.6,7.3,123,36.9,7.1,2012
CONNECTICUT,25 to 34,402,210,52.1,6.7,177,44,6.7,2012
CONNECTICUT,35 to 44,441,255,57.8,6.3,223,50.5,6.4,2012
CONNECTICUT,45 to 64,1047,768,73.3,3.7,695,66.3,3.9,2012
CONNECTICUT,65+,503,383,76.2,5.1,351,69.7,5.5,2012
DELAWARE,Total,693,470,67.8,2.4,431,62.2,2.5,2012
DELAWARE,18 to 24,82,38,46.1,7.4,33,40.5,7.3,2012
DELAWARE,25 to 34,106,54,51.1,6.6,49,46.3,6.5,2012
DELAWARE,35 to 44,119,77,64.6,5.9,67,56.6,6.1,2012
DELAWARE,45 to 64,240,182,75.9,3.7,168,69.9,4,2012
DELAWARE,65+,146,118,81.3,4.4,113,77.9,4.6,2012
DISTRICT OF COLUMBIA,Total,517,385,74.4,2.3,350,67.7,2.5,2012
DISTRICT OF COLUMBIA,18 to 24,71,43,(B),(B),38,(B),(B),2012
DISTRICT OF COLUMBIA,25 to 34,154,114,74,4.3,102,66,4.6,2012
DISTRICT OF COLUMBIA,35 to 44,79,59,74.5,5.9,55,69.4,6.3,2012
DISTRICT OF COLUMBIA,45 to 64,140,109,77.7,4.3,99,70.9,4.6,2012
DISTRICT OF COLUMBIA,65+,73,60,(B),(B),57,(B),(B),2012
FLORIDA,Total,15034,9102,60.5,1.2,8107,53.9,1.2,2012
FLORIDA,18 to 24,1669,751,45,3.6,614,36.8,3.5,2012
FLORIDA,25 to 34,2259,1158,51.3,3.1,987,43.7,3.1,2012
FLORIDA,35 to 44,2456,1335,54.3,3,1177,47.9,3,2012
FLORIDA,45 to 64,5345,3474,65,1.9,3107,58.1,2,2012
FLORIDA,65+,3304,2384,72.2,2.3,2222,67.2,2.4,2012
GEORGIA,Total,7179,4767,66.4,1.7,4168,58.1,1.7,2012
GEORGIA,18 to 24,920,469,51,4.9,349,37.9,4.8,2012
GEORGIA,25 to 34,1308,847,64.8,3.9,700,53.5,4.1,2012
GEORGIA,35 to 44,1341,825,61.5,4,726,54.1,4.1,2012
GEORGIA,45 to 64,2658,1886,70.9,2.6,1741,65.5,2.7,2012
GEORGIA,65+,951,739,77.7,4,652,68.5,4.5,2012
HAWAII,Total,1013,547,54.1,2.4,480,47.4,2.4,2012
HAWAII,18 to 24,107,33,30.6,6.9,24,22.1,6.3,2012
HAWAII,25 to 34,172,65,37.8,5.8,55,31.7,5.5,2012
HAWAII,35 to 44,166,83,50.2,6.1,69,41.7,6,2012
HAWAII,45 to 64,343,217,63.2,4.1,196,57,4.2,2012
HAWAII,65+,224,149,66.6,4.9,137,61,5.1,2012
IDAHO,Total,1129,745,65.9,2.4,679,60.2,2.4,2012
IDAHO,18 to 24,130,51,39,7.1,39,29.8,6.7,2012
IDAHO,25 to 34,194,114,59,5.9,99,51,6,2012
IDAHO,35 to 44,203,141,69.6,5.4,132,64.8,5.6,2012
IDAHO,45 to 64,401,274,68.3,3.9,250,62.3,4,2012
IDAHO,65+,201,164,81.6,4.6,160,79.5,4.7,2012
ILLINOIS,Total,9651,6425,66.6,1.4,5428,56.2,1.5,2012
ILLINOIS,18 to 24,1228,608,49.5,4.3,396,32.2,4,2012
ILLINOIS,25 to 34,1707,1020,59.7,3.6,846,49.6,3.6,2012
ILLINOIS,35 to 44,1688,1066,63.2,3.5,872,51.7,3.6,2012
ILLINOIS,45 to 64,3407,2471,72.5,2.3,2206,64.7,2.5,2012
ILLINOIS,65+,1620,1259,77.7,3.1,1108,68.4,3.5,2012
INDIANA,Total,4852,3270,67.4,2,2801,57.7,2.1,2012
INDIANA,18 to 24,570,269,47.2,6.2,203,35.7,6,2012
INDIANA,25 to 34,861,462,53.7,5.1,356,41.4,5,2012
INDIANA,35 to 44,828,550,66.4,4.9,420,50.7,5.2,2012
INDIANA,45 to 64,1754,1329,75.8,3,1212,69.1,3.3,2012
INDIANA,65+,840,660,78.6,4.2,610,72.6,4.6,2012
IOWA,Total,2320,1745,75.2,2.3,1548,66.7,2.5,2012
IOWA,18 to 24,260,150,57.7,7.7,121,46.6,7.8,2012
IOWA,25 to 34,402,276,68.7,5.8,238,59.2,6.2,2012
IOWA,35 to 44,385,275,71.3,5.8,238,61.8,6.2,2012
IOWA,45 to 64,828,652,78.7,3.6,586,70.8,4,2012
IOWA,65+,444,392,88.1,3.9,365,82.1,4.6,2012
KANSAS,Total,2120,1467,69.2,2.4,1249,58.9,2.6,2012
KANSAS,18 to 24,294,127,43.2,7,88,30.1,6.5,2012
KANSAS,25 to 34,406,236,58.1,5.9,172,42.3,5.9,2012
KANSAS,35 to 44,300,203,67.7,6.5,169,56.4,6.9,2012
KANSAS,45 to 64,757,583,77,3.7,535,70.7,4,2012
KANSAS,65+,363,318,87.6,4.2,285,78.3,5.2,2012
KENTUCKY,Total,3291,2303,70,2.4,1895,57.6,2.6,2012
KENTUCKY,18 to 24,446,225,50.5,7,165,37.1,6.8,2012
KENTUCKY,25 to 34,513,320,62.4,6.3,235,45.9,6.5,2012
KENTUCKY,35 to 44,547,411,75.1,5.5,330,60.3,6.2,2012
KENTUCKY,45 to 64,1173,879,74.9,3.8,757,64.6,4.1,2012
KENTUCKY,65+,613,468,76.4,5.1,408,66.6,5.7,2012
LOUISIANA,Total,3321,2498,75.2,2.2,2148,64.7,2.4,2012
LOUISIANA,18 to 24,431,226,52.5,7.1,174,40.4,7,2012
LOUISIANA,25 to 34,579,422,72.8,5.5,369,63.7,5.9,2012
LOUISIANA,35 to 44,543,399,73.5,5.6,340,62.6,6.1,2012
LOUISIANA,45 to 64,1199,968,80.7,3.4,846,70.5,3.9,2012
LOUISIANA,65+,568,483,84.9,4.4,420,73.8,5.4,2012
MAINE,Total,1042,787,75.5,2.4,700,67.2,2.7,2012
MAINE,18 to 24,118,61,51.7,8.4,50,42.8,8.3,2012
MAINE,25 to 34,134,93,69,7.3,78,58.1,7.8,2012
MAINE,35 to 44,157,117,74.5,6.3,101,64.2,7,2012
MAINE,45 to 64,413,329,79.7,3.6,300,72.7,4,2012
MAINE,65+,219,187,85.2,4.4,170,77.7,5.1,2012
MARYLAND,Total,4449,2888,64.9,2.2,2609,58.7,2.2,2012
MARYLAND,18 to 24,585,301,51.5,6.3,246,42.1,6.2,2012
MARYLAND,25 to 34,777,439,56.5,5.4,393,50.6,5.5,2012
MARYLAND,35 to 44,721,434,60.2,5.5,396,54.9,5.6,2012
MARYLAND,45 to 64,1557,1107,71.1,3.5,1025,65.8,3.7,2012
MARYLAND,65+,809,607,75,4.6,550,67.9,5,2012
MASSACHUSETTS,Total,5170,3759,72.7,1.8,3382,65.4,2,2012
MASSACHUSETTS,18 to 24,694,395,56.9,5.6,316,45.6,5.6,2012
MASSACHUSETTS,25 to 34,810,526,65,5,450,55.6,5.2,2012
MASSACHUSETTS,35 to 44,888,580,65.4,4.8,530,59.7,4.9,2012
MASSACHUSETTS,45 to 64,1784,1424,79.8,2.8,1327,74.4,3.1,2012
MASSACHUSETTS,65+,994,833,83.8,3.5,759,76.3,4,2012
MICHIGAN,Total,7496,5620,75,1.5,4832,64.5,1.7,2012
MICHIGAN,18 to 24,905,536,59.2,4.9,394,43.5,4.9,2012
MICHIGAN,25 to 34,1182,830,70.2,4,629,53.2,4.4,2012
MICHIGAN,35 to 44,1221,900,73.7,3.8,768,62.9,4.2,2012
MICHIGAN,45 to 64,2676,2141,80,2.3,1906,71.2,2.6,2012
MICHIGAN,65+,1512,1214,80.3,3.1,1134,75,3.3,2012
MINNESOTA,Total,4055,3085,76.1,2,2859,70.5,2.1,2012
MINNESOTA,18 to 24,531,329,61.8,6.3,303,57,6.4,2012
MINNESOTA,25 to 34,650,435,66.8,5.5,384,59,5.7,2012
MINNESOTA,35 to 44,701,518,73.9,4.9,478,68.2,5.2,2012
MINNESOTA,45 to 64,1410,1151,81.6,3.1,1081,76.6,3.4,2012
MINNESOTA,65+,762,652,85.6,3.8,613,80.5,4.3,2012
MISSISSIPPI,Total,2166,1794,82.8,2,1588,73.3,2.3,2012
MISSISSIPPI,18 to 24,300,222,73.9,6.1,187,62.4,6.8,2012
MISSISSIPPI,25 to 34,397,333,83.8,4.5,279,70.2,5.5,2012
MISSISSIPPI,35 to 44,320,255,79.6,5.4,222,69.4,6.2,2012
MISSISSIPPI,45 to 64,734,614,83.7,3.3,563,76.7,3.8,2012
MISSISSIPPI,65+,416,371,89.2,3.7,337,80.9,4.7,2012
MISSOURI,Total,4521,3384,74.8,1.9,2818,62.3,2.2,2012
MISSOURI,18 to 24,525,332,63.3,6.4,223,42.5,6.5,2012
MISSOURI,25 to 34,857,585,68.2,4.8,448,52.3,5.2,2012
MISSOURI,35 to 44,669,498,74.5,5.1,427,63.8,5.6,2012
MISSOURI,45 to 64,1714,1344,78.4,3,1175,68.5,3.4,2012
MISSOURI,65+,755,624,82.7,4.2,545,72.2,4.9,2012
MONTANA,Total,768,553,72,2.3,495,64.5,2.4,2012
MONTANA,18 to 24,82,53,65,7.5,33,40.7,7.7,2012
MONTANA,25 to 34,138,77,55.9,6,65,47.4,6,2012
MONTANA,35 to 44,109,69,63.3,6.5,62,57.1,6.7,2012
MONTANA,45 to 64,254,201,79.1,3.6,189,74.3,3.9,2012
MONTANA,65+,186,153,82.3,4,146,78.6,4.2,2012
NEBRASKA,Total,1371,901,65.7,2.5,798,58.2,2.6,2012
NEBRASKA,18 to 24,168,71,42.2,7.4,61,36.2,7.2,2012
NEBRASKA,25 to 34,242,137,56.5,6.2,110,45.4,6.2,2012
NEBRASKA,35 to 44,235,145,61.8,6.2,128,54.4,6.3,2012
NEBRASKA,45 to 64,462,331,71.7,4.1,300,64.9,4.3,2012
NEBRASKA,65+,264,217,82.2,4.6,200,75.7,5.1,2012
NEVADA,Total,2039,1176,57.7,2.5,1048,51.4,2.5,2012
NEVADA,18 to 24,320,145,45.4,6.3,122,38.2,6.2,2012
NEVADA,25 to 34,364,189,52,6,158,43.4,5.9,2012
NEVADA,35 to 44,307,158,51.6,6.5,146,47.5,6.5,2012
NEVADA,45 to 64,680,413,60.7,4.3,376,55.2,4.3,2012
NEVADA,65+,369,270,73.4,5.2,246,66.8,5.6,2012
NEW HAMPSHIRE,Total,1028,752,73.1,2.4,688,66.9,2.5,2012
NEW HAMPSHIRE,18 to 24,123,71,57.5,7.6,61,50,7.7,2012
NEW HAMPSHIRE,25 to 34,160,99,62,6.6,91,56.7,6.7,2012
NEW HAMPSHIRE,35 to 44,150,100,66.7,6.6,90,60,6.8,2012
NEW HAMPSHIRE,45 to 64,425,337,79.4,3.4,312,73.4,3.7,2012
NEW HAMPSHIRE,65+,171,145,84.8,4.7,134,78.6,5.4,2012
NEW JERSEY,Total,6730,4326,64.3,1.8,3670,54.5,1.8,2012
NEW JERSEY,18 to 24,792,379,47.8,5.3,276,34.9,5.1,2012
NEW JERSEY,25 to 34,1068,556,52.1,4.6,475,44.5,4.6,2012
NEW JERSEY,35 to 44,1186,655,55.2,4.3,536,45.2,4.3,2012
NEW JERSEY,45 to 64,2424,1732,71.4,2.8,1545,63.7,2.9,2012
NEW JERSEY,65+,1259,1004,79.8,3.4,838,66.5,4,2012
NEW MEXICO,Total,1553,978,63,2.5,878,56.5,2.5,2012
NEW MEXICO,18 to 24,177,84,47.4,7.6,66,37.1,7.3,2012
NEW MEXICO,25 to 34,286,157,54.8,5.9,130,45.6,5.9,2012
NEW MEXICO,35 to 44,257,139,54.1,6.3,123,47.8,6.3,2012
NEW MEXICO,45 to 64,588,414,70.4,3.8,390,66.3,3.9,2012
NEW MEXICO,65+,246,185,75.2,5.5,169,68.8,5.9,2012
NEW YORK,Total,15066,8887,59,1.2,7675,50.9,1.2,2012
NEW YORK,18 to 24,2028,926,45.7,3.4,710,35,3.2,2012
NEW YORK,25 to 34,2775,1387,50,2.9,1145,41.3,2.8,2012
NEW YORK,35 to 44,2334,1288,55.2,3.1,1133,48.5,3.2,2012
NEW YORK,45 to 64,5217,3381,64.8,2,3046,58.4,2.1,2012
NEW YORK,65+,2712,1904,70.2,2.7,1642,60.5,2.9,2012
NORTH CAROLINA,Total,7265,5295,72.9,1.6,4624,63.7,1.7,2012
NORTH CAROLINA,18 to 24,863,496,57.5,5,389,45.1,5.1,2012
NORTH CAROLINA,25 to 34,1220,816,66.9,4,676,55.4,4.3,2012
NORTH CAROLINA,35 to 44,1320,919,69.6,3.8,792,60,4,2012
NORTH CAROLINA,45 to 64,2470,1925,77.9,2.5,1710,69.2,2.8,2012
NORTH CAROLINA,65+,1390,1138,81.9,3.1,1057,76,3.4,2012
NORTH DAKOTA,Total,528,383,72.5,2.3,328,62.2,2.5,2012
NORTH DAKOTA,18 to 24,67,43,(B),(B),32,(B),(B),2012
NORTH DAKOTA,25 to 34,111,74,66.4,5.3,62,55.7,5.5,2012
NORTH DAKOTA,35 to 44,71,55,(B),(B),44,(B),(B),2012
NORTH DAKOTA,45 to 64,194,148,76.3,3.6,129,66.9,4,2012
NORTH DAKOTA,65+,85,64,75.7,5.5,61,71.9,5.7,2012
OHIO,Total,8750,6076,69.4,1.5,5395,61.7,1.6,2012
OHIO,18 to 24,1145,629,55,4.4,511,44.7,4.4,2012
OHIO,25 to 34,1413,917,64.9,3.8,772,54.6,4,2012
OHIO,35 to 44,1340,903,67.4,3.8,772,57.6,4.1,2012
OHIO,45 to 64,3213,2325,72.4,2.4,2159,67.2,2.5,2012
OHIO,65+,1640,1302,79.4,3,1181,72,3.3,2012
OKLAHOMA,Total,2808,1806,64.3,2.5,1431,51,2.6,2012
OKLAHOMA,18 to 24,325,130,40.1,7.5,88,27.2,6.8,2012
OKLAHOMA,25 to 34,567,296,52.3,5.7,184,32.4,5.4,2012
OKLAHOMA,35 to 44,433,281,64.8,6.3,212,49,6.6,2012
OKLAHOMA,45 to 64,1001,720,72,3.9,602,60.1,4.2,2012
OKLAHOMA,65+,483,378,78.4,5.1,345,71.5,5.6,2012
OREGON,Total,2998,2086,69.6,2.4,1897,63.3,2.5,2012
OREGON,18 to 24,391,216,55.3,7.1,186,47.6,7.1,2012
OREGON,25 to 34,461,256,55.5,6.5,215,46.7,6.6,2012
OREGON,35 to 44,527,345,65.5,5.9,296,56.2,6.1,2012
OREGON,45 to 64,1004,756,75.3,3.8,709,70.6,4.1,2012
OREGON,65+,616,513,83.3,4.2,491,79.7,4.6,2012
PENNSYLVANIA,Total,9847,6795,69,1.4,5824,59.1,1.5,2012
PENNSYLVANIA,18 to 24,1198,645,53.8,4.3,478,39.9,4.2,2012
PENNSYLVANIA,25 to 34,1543,984,63.8,3.7,790,51.2,3.8,2012
PENNSYLVANIA,35 to 44,1520,1054,69.4,3.5,928,61,3.8,2012
PENNSYLVANIA,45 to 64,3674,2648,72.1,2.2,2331,63.4,2.4,2012
PENNSYLVANIA,65+,1913,1463,76.5,2.9,1297,67.8,3.2,2012
RHODE ISLAND,Total,817,552,67.5,2.5,469,57.4,2.7,2012
RHODE ISLAND,18 to 24,99,61,61.8,7.5,45,45.2,7.7,2012
RHODE ISLAND,25 to 34,121,70,57.8,6.9,58,47.6,7,2012
RHODE ISLAND,35 to 44,150,89,59.5,6.2,76,50.9,6.3,2012
RHODE ISLAND,45 to 64,290,213,73.4,4,185,64,4.3,2012
RHODE ISLAND,65+,158,119,75.5,5.3,105,66.7,5.8,2012
SOUTH CAROLINA,Total,3516,2479,70.5,2.3,2187,62.2,2.4,2012
SOUTH CAROLINA,18 to 24,474,265,55.9,6.8,243,51.3,6.8,2012
SOUTH CAROLINA,25 to 34,510,364,71.3,5.9,293,57.5,6.5,2012
SOUTH CAROLINA,35 to 44,601,405,67.3,5.7,343,57,6,2012
SOUTH CAROLINA,45 to 64,1319,956,72.4,3.7,866,65.7,3.9,2012
SOUTH CAROLINA,65+,612,489,80,4.8,442,72.3,5.4,2012
SOUTH DAKOTA,Total,616,454,73.7,2.1,370,60.1,2.4,2012
SOUTH DAKOTA,18 to 24,95,52,54.4,6.1,31,32.7,5.8,2012
SOUTH DAKOTA,25 to 34,103,65,63.2,5.7,46,44.6,5.9,2012
SOUTH DAKOTA,35 to 44,82,64,78.3,5.4,53,63.9,6.3,2012
SOUTH DAKOTA,45 to 64,204,167,82,3.2,145,70.9,3.8,2012
SOUTH DAKOTA,65+,132,106,80.4,4.1,96,72.9,4.6,2012
TENNESSEE,Total,4849,3210,66.2,2,2606,53.7,2.1,2012
TENNESSEE,18 to 24,610,306,50.2,6,207,34,5.7,2012
TENNESSEE,25 to 34,833,517,62,5,395,47.4,5.2,2012
TENNESSEE,35 to 44,783,514,65.7,5.1,402,51.3,5.3,2012
TENNESSEE,45 to 64,1607,1081,67.2,3.5,904,56.3,3.7,2012
TENNESSEE,65+,1016,793,78.1,3.9,698,68.7,4.3,2012
TEXAS,Total,18642,10749,57.7,1.1,8643,46.4,1.1,2012
TEXAS,18 to 24,2538,971,38.2,2.9,572,22.5,2.5,2012
TEXAS,25 to 34,3695,1734,46.9,2.5,1228,33.2,2.3,2012
TEXAS,35 to 44,3445,1839,53.4,2.6,1473,42.8,2.5,2012
TEXAS,45 to 64,6115,3981,65.1,1.8,3399,55.6,1.9,2012
TEXAS,65+,2849,2225,78.1,2.3,1971,69.2,2.6,2012
UTAH,Total,1917,1138,59.4,2.3,1022,53.3,2.4,2012
UTAH,18 to 24,279,115,41.2,6.1,97,34.8,5.9,2012
UTAH,25 to 34,446,236,52.9,4.9,194,43.4,4.9,2012
UTAH,35 to 44,357,182,51.1,5.5,161,45.2,5.5,2012
UTAH,45 to 64,592,396,67,4,375,63.4,4.1,2012
UTAH,65+,242,208,85.9,4.6,195,80.4,5.3,2012
VERMONT,Total,496,357,72,2.5,308,62.1,2.7,2012
VERMONT,18 to 24,61,30,(B),(B),23,(B),(B),2012
VERMONT,25 to 34,69,41,(B),(B),30,(B),(B),2012
VERMONT,35 to 44,78,53,68.2,6.5,46,59.4,6.8,2012
VERMONT,45 to 64,195,153,78.8,3.6,133,68.5,4.1,2012
VERMONT,65+,93,79,85.1,4.5,75,80.6,5,2012
VIRGINIA,Total,6094,4210,69.1,1.8,3778,62,1.9,2012
VIRGINIA,18 to 24,695,351,50.5,5.7,292,42,5.6,2012
VIRGINIA,25 to 34,1192,698,58.6,4.3,605,50.8,4.3,2012
VIRGINIA,35 to 44,989,717,72.5,4.2,634,64.1,4.5,2012
VIRGINIA,45 to 64,2140,1591,74.3,2.8,1473,68.9,3,2012
VIRGINIA,65+,1079,853,79.1,3.7,774,71.7,4.1,2012
WASHINGTON,Total,5230,3533,67.6,2,3172,60.7,2,2012
WASHINGTON,18 to 24,563,275,48.8,6.4,215,38.2,6.2,2012
WASHINGTON,25 to 34,1017,596,58.6,4.7,488,48,4.8,2012
WASHINGTON,35 to 44,916,649,70.8,4.6,577,62.9,4.8,2012
WASHINGTON,45 to 64,1660,1183,71.3,3.4,1101,66.4,3.5,2012
WASHINGTON,65+,1074,830,77.3,3.9,791,73.7,4.1,2012
WEST VIRGINIA,Total,1452,982,67.6,2.2,690,47.5,2.4,2012
WEST VIRGINIA,18 to 24,163,78,47.8,7,37,22.6,5.9,2012
WEST VIRGINIA,25 to 34,213,131,61.3,6,66,31.1,5.7,2012
WEST VIRGINIA,35 to 44,237,162,68.5,5.4,111,47,5.8,2012
WEST VIRGINIA,45 to 64,479,326,68,3.8,253,52.9,4.1,2012
WEST VIRGINIA,65+,361,286,79.2,3.8,222,61.5,4.6,2012
WISCONSIN,Total,4352,3318,76.3,1.9,3127,71.9,2,2012
WISCONSIN,18 to 24,539,308,57.1,6.4,287,53.3,6.4,2012
WISCONSIN,25 to 34,699,475,68,5.3,438,62.6,5.5,2012
WISCONSIN,35 to 44,714,548,76.8,4.7,514,72,5,2012
WISCONSIN,45 to 64,1552,1224,78.9,3.1,1192,76.8,3.2,2012
WISCONSIN,65+,847,763,90,3.1,697,82.2,3.9,2012
WYOMING,Total,427,268,62.8,2.6,247,57.8,2.6,2012
WYOMING,18 to 24,56,21,(B),(B),18,(B),(B),2012
WYOMING,25 to 34,73,44,(B),(B),39,(B),(B),2012
WYOMING,35 to 44,68,41,(B),(B),36,(B),(B),2012
WYOMING,45 to 64,155,101,65.1,4.2,95,61.1,4.3,2012
WYOMING,65+,74,61,(B),(B),59,(B),(B),2012
