STATE,Age,Total,Total Registered,Percent registered (18+),CI Registered,Total Voted,Percent voted (18+),CI Voted,Year
FLORIDA,.18 to 24,1257,712,47.4,3.9,581,38.7,3.8,2004
FLORIDA,.25 to 44,3658,2488,55,2.2,2173,48.1,2.2,2004
FLORIDA,.45 to 64,3970,2916,66.7,2.1,2693,61.6,2.2,2004
FLORIDA,.65 to 74,1258,988,73.5,3.6,922,68.6,3.8,2004
FLORIDA,.75+,1326,1115,80.2,3.2,1003,72.2,3.6,2004
GEORGIA,.Total,5866,3948,62.3,2.2,3332,52.6,2.3,2004
GEORGIA,.18 to 24,777,457,53.4,6.3,361,42.2,6.2,2004
GEORGIA,.25 to 44,2344,1550,58.1,3.5,1316,49.3,3.6,2004
GEORGIA,.45 to 64,1948,1338,66.7,3.9,1136,56.7,4.1,2004
GEORGIA,.65 to 74,508,393,75.5,6.9,361,69.4,7.4,2004
GEORGIA,.75+,289,211,73,9.6,157,54.3,10.8,2004
HAWAII,.Total,852,497,53,2.3,433,46.2,2.3,2004
HAWAII,.18 to 24,91,37,(B),(B),27,(B),(B),2004
HAWAII,.25 to 44,293,150,44.4,3.9,128,37.9,3.8,2004
HAWAII,.45 to 64,279,187,61.9,4,169,56,4.1,2004
HAWAII,.65 to 74,74,55,(B),(B),51,(B),(B),2004
HAWAII,.75+,115,68,56.4,6.5,58,47.9,6.5,2004
IDAHO,.Total,948,663,66.5,2.3,585,58.7,2.4,2004
IDAHO,.18 to 24,143,82,54.7,6.3,69,45.8,6.3,2004
IDAHO,.25 to 44,338,218,60.7,4,190,53,4.1,2004
IDAHO,.45 to 64,320,242,72.5,3.8,219,65.6,4,2004
IDAHO,.65 to 74,72,58,(B),(B),53,(B),(B),2004
IDAHO,.75+,76,62,(B),(B),53,(B),(B),2004
ILLINOIS,.Total,8640,6437,69.2,1.4,5672,61,1.5,2004
ILLINOIS,.18 to 24,1024,565,49.6,4.3,421,36.9,4.2,2004
ILLINOIS,.25 to 44,3352,2490,66.9,2.3,2194,58.9,2.4,2004
ILLINOIS,.45 to 64,2793,2219,75.6,2.3,2056,70.1,2.5,2004
ILLINOIS,.65 to 74,699,571,79.5,4.4,510,71,5,2004
ILLINOIS,.75+,772,592,75.2,4.5,491,62.3,5.1,2004
INDIANA,.Total,4435,3031,66.8,1.9,2598,57.3,2,2004
INDIANA,.18 to 24,564,296,51.8,5.7,232,40.7,5.6,2004
INDIANA,.25 to 44,1659,1041,59.8,3.2,868,49.9,3.2,2004
INDIANA,.45 to 64,1512,1119,73.5,3.1,975,64.1,3.3,2004
INDIANA,.65 to 74,368,295,79.8,5.7,269,72.7,6.3,2004
INDIANA,.75+,331,280,84.2,5.4,253,76.1,6.3,2004
IOWA,.Total,2136,1674,75.7,1.8,1522,68.8,2,2004
IOWA,.18 to 24,294,209,66.3,5.4,183,58,5.6,2004
IOWA,.25 to 44,713,538,71.2,3.3,474,62.7,3.5,2004
IOWA,.45 to 64,705,574,80.2,3,541,75.7,3.2,2004
IOWA,.65 to 74,188,152,79.8,5.9,144,75.3,6.3,2004
IOWA,.75+,235,201,85.5,4.6,181,76.8,5.6,2004
KANSAS,.Total,1851,1338,67.2,2.1,1188,59.7,2.2,2004
KANSAS,.18 to 24,248,139,48.4,5.8,101,35.1,5.5,2004
KANSAS,.25 to 44,643,421,58.2,3.6,371,51.3,3.6,2004
KANSAS,.45 to 64,655,525,78.6,3.1,488,73,3.4,2004
KANSAS,.65 to 74,129,112,84.2,6.2,105,78.7,6.9,2004
KANSAS,.75+,175,141,78.8,6,124,69,6.8,2004
KENTUCKY,.Total,2969,2231,73.3,2.1,1930,63.4,2.2,2004
KENTUCKY,.18 to 24,346,229,63.1,6.5,193,53.1,6.7,2004
KENTUCKY,.25 to 44,1098,778,67.8,3.5,686,59.8,3.7,2004
KENTUCKY,.45 to 64,1006,811,80.1,3.2,710,70.1,3.7,2004
KENTUCKY,.65 to 74,296,243,82,5.7,216,72.8,6.7,2004
KENTUCKY,.75+,222,171,76.2,7.3,126,56.2,8.5,2004
LOUISIANA,.Total,3218,2413,73.6,2.2,2067,63.1,2.4,2004
LOUISIANA,.18 to 24,481,288,58.1,6.4,227,46,6.5,2004
LOUISIANA,.25 to 44,1160,898,74.5,3.6,779,64.6,4,2004
LOUISIANA,.45 to 64,1105,848,76.7,3.7,741,67,4.1,2004
LOUISIANA,.65 to 74,229,187,81.6,7.4,178,77.9,7.9,2004
LOUISIANA,.75+,242,192,79.4,7.5,142,58.6,9.2,2004
MAINE,.Total,1007,824,80.6,1.6,736,72,1.8,2004
MAINE,.18 to 24,125,88,69.4,5.3,74,58.6,5.7,2004
MAINE,.25 to 44,334,267,78.3,2.9,238,69.8,3.2,2004
MAINE,.45 to 64,362,312,84.9,2.4,285,77.4,2.8,2004
MAINE,.65 to 74,87,75,(B),(B),68,(B),(B),2004
MAINE,.75+,98,82,(B),(B),71,(B),(B),2004
MARYLAND,.Total,3678,2676,66.2,2,2413,59.7,2.1,2004
MARYLAND,.18 to 24,371,207,47.8,6.5,186,42.9,6.5,2004
MARYLAND,.25 to 44,1362,952,60.2,3.4,830,52.5,3.4,2004
MARYLAND,.45 to 64,1348,1072,75.2,3.1,1011,70.9,3.3,2004
MARYLAND,.65 to 74,310,241,77.2,6.5,212,67.9,7.2,2004
MARYLAND,.75+,287,204,70.3,7.3,174,60.1,7.8,2004
MASSACHUSETTS,.Total,4497,3483,72,1.8,3085,63.7,1.9,2004
MASSACHUSETTS,.18 to 24,606,348,52.6,5.3,277,41.8,5.2,2004
MASSACHUSETTS,.25 to 44,1601,1196,67.1,3,1044,58.6,3.2,2004
MASSACHUSETTS,.45 to 64,1476,1248,80.4,2.7,1140,73.4,3.1,2004
MASSACHUSETTS,.65 to 74,415,360,84.2,4.8,330,77.2,5.5,2004
MASSACHUSETTS,.75+,399,331,79.4,5.4,294,70.6,6.1,2004
MICHIGAN,.Total,7177,5364,72,1.5,4818,64.7,1.6,2004
MICHIGAN,.18 to 24,986,644,61.6,4.3,539,51.5,4.5,2004
MICHIGAN,.25 to 44,2530,1865,69.8,2.6,1631,61.1,2.7,2004
MICHIGAN,.45 to 64,2486,1928,75.8,2.5,1788,70.3,2.6,2004
MICHIGAN,.65 to 74,626,488,76.5,4.9,462,72.5,5.1,2004
MICHIGAN,.75+,549,438,79.2,5,398,71.8,5.5,2004
MINNESOTA,.Total,3645,3080,81.8,1.6,2887,76.7,1.8,2004
MINNESOTA,.18 to 24,547,407,71.1,4.8,376,65.8,5,2004
MINNESOTA,.25 to 44,1302,1090,79.9,2.8,1031,75.5,3,2004
MINNESOTA,.45 to 64,1274,1128,86.5,2.4,1059,81.2,2.7,2004
MINNESOTA,.65 to 74,249,222,88.8,5.1,206,82.5,6.1,2004
MINNESOTA,.75+,273,233,84.8,5.5,214,78,6.3,2004
MISSISSIPPI,.Total,2049,1510,72.5,2.4,1263,60.7,2.6,2004
MISSISSIPPI,.18 to 24,270,178,63.5,6.9,140,50,7.2,2004
MISSISSIPPI,.25 to 44,771,554,69.8,3.9,456,57.4,4.2,2004
MISSISSIPPI,.45 to 64,673,500,74.2,4.1,430,63.8,4.5,2004
MISSISSIPPI,.65 to 74,171,145,84.7,6.6,120,70.2,8.4,2004
MISSISSIPPI,.75+,163,133,81.8,7.3,117,71.9,8.5,2004
MISSOURI,.Total,4106,3336,78.6,1.8,2815,66.3,2,2004
MISSOURI,.18 to 24,519,343,63.6,5.8,269,49.9,6.1,2004
MISSOURI,.25 to 44,1483,1193,75.7,3.1,965,61.2,3.5,2004
MISSOURI,.45 to 64,1305,1110,84.3,2.8,966,73.3,3.4,2004
MISSOURI,.65 to 74,441,373,82.4,5.1,342,75.7,5.7,2004
MISSOURI,.75+,357,316,88.6,4.7,273,76.3,6.3,2004
MONTANA,.Total,687,519,75.1,2.2,482,69.9,2.4,2004
MONTANA,.18 to 24,90,52,(B),(B),41,(B),(B),2004
MONTANA,.25 to 44,220,152,68.6,4.2,139,62.8,4.4,2004
MONTANA,.45 to 64,254,207,81.6,3.3,198,77.8,3.5,2004
MONTANA,.65 to 74,61,53,(B),(B),53,(B),(B),2004
MONTANA,.75+,62,54,(B),(B),52,(B),(B),2004
NEBRASKA,.Total,1215,918,70.9,2.1,793,61.3,2.2,2004
NEBRASKA,.18 to 24,186,102,50.3,5.8,78,38.6,5.6,2004
NEBRASKA,.25 to 44,412,300,65.6,3.7,252,55.1,3.8,2004
NEBRASKA,.45 to 64,405,336,79.9,3.2,301,71.8,3.6,2004
NEBRASKA,.65 to 74,106,87,80.7,6.3,79,73.9,7,2004
NEBRASKA,.75+,106,94,87.4,5.3,82,76.6,6.7,2004
NEVADA,.18 to 24,187,103,47.8,5.7,83,38.4,5.5,2004
NEVADA,.25 to 44,535,329,48.9,3.2,291,43.3,3.2,2004
NEVADA,.45 to 64,501,359,65.9,3.4,335,61.5,3.5,2004
NEVADA,.65 to 74,144,106,69.4,6.2,99,64.6,6.5,2004
NEVADA,.75+,110,68,60.2,7.7,63,55.9,7.8,2004
NEW HAMPSHIRE,.Total,948,716,72.9,1.9,677,68.9,2,2004
NEW HAMPSHIRE,.18 to 24,97,58,56.2,6.5,54,52.8,6.5,2004
NEW HAMPSHIRE,.25 to 44,361,259,68.7,3.2,241,64.1,3.3,2004
NEW HAMPSHIRE,.45 to 64,325,260,77.9,3,249,74.7,3.2,2004
NEW HAMPSHIRE,.65 to 74,83,74,(B),(B),70,(B),(B),2004
NEW HAMPSHIRE,.75+,81,66,(B),(B),62,(B),(B),2004
NEW JERSEY,.18 to 24,643,388,51.6,4.9,324,43.1,4.9,2004
NEW JERSEY,.25 to 44,1939,1374,57.1,2.7,1239,51.5,2.8,2004
NEW JERSEY,.45 to 64,2023,1546,69.4,2.6,1440,64.6,2.7,2004
NEW JERSEY,.65 to 74,547,439,77.1,4.8,398,69.8,5.2,2004
NEW JERSEY,.75+,439,338,73.9,5.6,293,63.9,6.1,2004
NEW MEXICO,.Total,1301,936,68.1,2.4,837,60.9,2.5,2004
NEW MEXICO,.18 to 24,177,93,49.5,7,74,39.7,6.8,2004
NEW MEXICO,.25 to 44,442,319,64.9,4.1,284,57.8,4.3,2004
NEW MEXICO,.45 to 64,471,352,72.9,3.9,323,66.8,4.1,2004
NEW MEXICO,.65 to 74,108,92,84.7,6.6,83,76.4,7.8,2004
NEW MEXICO,.75+,103,80,76.6,7.9,73,69.7,8.6,2004
NEW YORK,.Total,12779,8624,59.5,1.2,7698,53.1,1.2,2004
NEW YORK,.18 to 24,1682,909,45.9,3.2,771,39,3.1,2004
NEW YORK,.45 to 64,4317,3077,65.3,2,2855,60.6,2,2004
NEW YORK,.65 to 74,1220,891,69.6,3.6,806,62.9,3.8,2004
NEW YORK,.75+,1091,828,71.6,3.7,697,60.4,4.1,2004
NORTH CAROLINA,.Total,5923,4292,68.7,1.7,3639,58.2,1.8,2004
NORTH CAROLINA,.18 to 24,729,419,51.9,5.2,310,38.4,5,2004
NORTH CAROLINA,.25 to 44,2233,1589,65.4,2.8,1327,54.6,3,2004
NORTH CAROLINA,.45 to 64,1901,1439,74.3,2.9,1261,65.1,3.2,2004
NORTH CAROLINA,.65 to 74,606,491,80.5,4.7,446,73.1,5.3,2004
NORTH CAROLINA,.75+,454,353,76.3,5.8,295,63.6,6.6,2004
NORTH DAKOTA,.Total,462,412,88.5,1.5,330,70.8,2.1,2004
NORTH DAKOTA,.18 to 24,75,62,(B),(B),39,(B),(B),2004
NORTH DAKOTA,.25 to 44,143,129,89.6,2.6,100,69.3,3.9,2004
NORTH DAKOTA,.45 to 64,163,147,89.7,2.4,126,77,3.3,2004
NORTH DAKOTA,.65 to 74,33,30,(B),(B),27,(B),(B),2004
NORTH DAKOTA,.75+,47,44,(B),(B),38,(B),(B),2004
OHIO,.Total,8305,6003,70.9,1.5,5485,64.8,1.6,2004
OHIO,.18 to 24,1082,686,62.4,4.4,599,54.5,4.5,2004
OHIO,.25 to 44,2935,2062,67.6,2.5,1861,61,2.6,2004
OHIO,.45 to 64,2824,2161,76.1,2.4,2018,71.1,2.6,2004
OHIO,.65 to 74,777,609,77.3,4.5,575,73,4.7,2004
OHIO,.75+,686,485,70.3,5.2,432,62.6,5.5,2004
OKLAHOMA,.Total,2476,1781,68.4,2.2,1541,59.2,2.3,2004
OKLAHOMA,.18 to 24,344,173,46.1,6.2,149,39.5,6,2004
OKLAHOMA,.25 to 44,853,554,59.4,3.9,439,47.1,3.9,2004
OKLAHOMA,.45 to 64,875,703,79.9,3.2,650,74,3.5,2004
OKLAHOMA,.65 to 74,200,177,86.5,5.7,158,77.2,7,2004
OKLAHOMA,.75+,204,174,83,6.2,145,69.5,7.6,2004
OREGON,.18 to 24,280,167,56.1,6.7,140,47.2,6.7,2004
OREGON,.25 to 44,974,722,68.4,3.3,669,63.4,3.5,2004
OREGON,.45 to 64,876,750,83.4,2.9,723,80.4,3.1,2004
OREGON,.65 to 74,250,214,84,5.4,209,82.2,5.6,2004
OREGON,.75+,221,196,89,4.9,183,83,5.9,2004
PENNSYLVANIA,.Total,9055,6481,69.3,1.4,5845,62.5,1.4,2004
PENNSYLVANIA,.25 to 44,3101,2214,68,2.4,1958,60.1,2.5,2004
PENNSYLVANIA,.45 to 64,3199,2429,74.2,2.2,2280,69.6,2.3,2004
PENNSYLVANIA,.65 to 74,863,658,75.3,4.2,619,70.8,4.4,2004
PENNSYLVANIA,.75+,844,632,74.5,4.3,540,63.7,4.8,2004
RHODE ISLAND,.Total,732,522,64.2,1.9,467,57.4,2,2004
RHODE ISLAND,.18 to 24,78,38,(B),(B),34,(B),(B),2004
RHODE ISLAND,.45 to 64,239,188,72.3,3.1,173,66.6,3.3,2004
RHODE ISLAND,.65 to 74,74,61,(B),(B),56,(B),(B),2004
RHODE ISLAND,.75+,74,57,(B),(B),50,(B),(B),2004
SOUTH CAROLINA,.18 to 24,350,199,55.8,6.8,153,42.8,6.7,2004
SOUTH CAROLINA,.25 to 44,1116,794,68.6,3.5,664,57.3,3.7,2004
SOUTH CAROLINA,.45 to 64,1021,810,78.7,3.3,731,71,3.6,2004
SOUTH CAROLINA,.75+,241,202,83.9,6.1,151,62.6,8,2004
SOUTH DAKOTA,.Total,554,425,75.5,1.8,378,67.1,2,2004
SOUTH DAKOTA,.25 to 44,191,136,69.2,3.4,114,58.2,3.6,2004
SOUTH DAKOTA,.45 to 64,192,158,81.2,2.9,148,76.2,3.1,2004
SOUTH DAKOTA,.65 to 74,46,42,(B),(B),41,(B),(B),2004
SOUTH DAKOTA,.75+,45,38,(B),(B),35,(B),(B),2004
TENNESSEE,.18 to 24,636,304,44.3,6.2,243,35.4,6,2004
TENNESSEE,.45 to 64,1459,1073,72.6,3.8,957,64.8,4.1,2004
TENNESSEE,.65 to 74,449,335,74.7,6.7,291,64.8,7.4,2004
TENNESSEE,.75+,259,179,69.4,9.4,134,51.9,10.2,2004
TEXAS,.18 to 24,1841,990,46.7,3.6,709,33.5,3.4,2004
TEXAS,.25 to 44,5482,3680,55.4,2,2897,43.6,2,2004
TEXAS,.75+,941,728,73.8,4.6,602,61.1,5.1,2004
UTAH,.Total,1508,1141,70.1,2.2,1022,62.8,2.3,2004
UTAH,.25 to 44,610,448,65.4,3.5,404,59,3.6,2004
UTAH,.45 to 64,396,321,77,3.9,289,69.3,4.3,2004
UTAH,.65 to 74,118,110,89.4,5.3,106,86.5,5.9,2004
UTAH,.75+,97,84,(B),(B),78,(B),(B),2004
VERMONT,.45 to 64,165,136,81.8,2.8,127,76.2,3.1,2004
VERMONT,.65 to 74,45,36,(B),(B),33,(B),(B),2004
VERMONT,.75+,42,36,(B),(B),30,(B),(B),2004
VIRGINIA,.Total,4971,3441,64.1,2.1,3134,58.4,2.2,2004
VIRGINIA,.18 to 24,536,260,45,6.7,215,37.2,6.5,2004
VIRGINIA,.45 to 64,1735,1305,71.6,3.4,1243,68.2,3.5,2004
VIRGINIA,.75+,320,259,78.7,7.3,217,66.1,8.5,2004
WASHINGTON,.Total,4220,3133,68.2,2,2851,62,2.1,2004
WASHINGTON,.18 to 24,482,318,58.5,6.3,262,48.2,6.4,2004
WASHINGTON,.25 to 44,1568,1084,60.4,3.4,948,52.8,3.5,2004
WASHINGTON,.45 to 64,1603,1274,76.2,3.1,1198,71.7,3.3,2004
WASHINGTON,.65 to 74,298,242,78.3,7,239,77.5,7.1,2004
WEST VIRGINIA,.Total,1394,935,67,2.1,798,57.2,2.2,2004
WEST VIRGINIA,.18 to 24,157,89,56.4,6.5,72,45.9,6.5,2004
WEST VIRGINIA,.25 to 44,468,294,62.7,3.7,244,52.1,3.8,2004
WEST VIRGINIA,.45 to 64,501,347,69.2,3.4,311,61.9,3.6,2004
WEST VIRGINIA,.65 to 74,134,99,73.9,6.2,92,68.6,6.6,2004
WEST VIRGINIA,.75+,133,107,80,5.7,78,58.8,7,2004
WISCONSIN,.Total,3928,3225,78.2,1.6,3010,73,1.8,2004
WISCONSIN,.18 to 24,478,330,63,5.4,301,57.5,5.5,2004
WISCONSIN,.25 to 44,1427,1133,73.2,2.9,1059,68.4,3,2004
WISCONSIN,.45 to 64,1341,1165,85.7,2.4,1103,81.2,2.7,2004
WISCONSIN,.65 to 74,353,314,86.3,4.6,295,81.2,5.2,2004
WISCONSIN,.75+,329,284,85.5,4.9,252,75.8,6,2004
WYOMING,.Total,370,265,71,2.1,247,66.3,2.2,2004
WYOMING,.18 to 24,50,28,(B),(B),24,(B),(B),2004
WYOMING,.25 to 44,123,83,66.2,3.8,76,61.1,3.9,2004
WYOMING,.45 to 64,138,108,77.2,3.2,104,74.5,3.3,2004
WYOMING,.65 to 74,32,25,(B),(B),24,(B),(B),2004
WYOMING,.75+,26,21,(B),(B),19,(B),(B),2004
