STATE,Age,Total,Total Registered,Percent registered (18+),CI Registered,Total Voted,Percent voted (18+),CI Voted,Year
IOWA,.25 to 45,789,518,65.6,4.2,470,59.6,4.4,2008
IOWA,.45 to 65,821,627,76.4,3.7,593,72.3,3.9,2008
IOWA,.65 to 75,226,188,83,6.3,179,78.9,6.8,2008
IOWA,.75+,159,129,81,7.8,112,70,9.1,2008
KANSAS,.Total,2037,1343,65.9,2.5,1219,59.8,2.6,2008
KANSAS,.18 to 25,262,124,47.3,7.5,108,41.3,7.4,2008
KANSAS,.25 to 45,718,419,58.4,4.5,368,51.3,4.5,2008
KANSAS,.45 to 65,742,545,73.5,3.9,509,68.7,4.1,2008
KANSAS,.65 to 75,154,125,81.3,7.6,116,75.5,8.4,2008
KANSAS,.75+,162,129,80.1,7.6,117,72.5,8.5,2008
KENTUCKY,.Total,3179,2259,71.1,2.4,1952,61.4,2.6,2008
KENTUCKY,.18 to 25,391,230,58.9,7.4,183,46.9,7.5,2008
KENTUCKY,.25 to 45,1118,764,68.3,4.1,652,58.3,4.4,2008
KENTUCKY,.45 to 65,1145,848,74,3.8,754,65.9,4.2,2008
KENTUCKY,.65 to 75,326,256,78.4,6.8,225,69,7.6,2008
KENTUCKY,.75+,198,160,81.2,8.3,138,69.7,9.7,2008
LOUISIANA,.Total,3161,2393,75.7,2.3,2149,68,2.4,2008
LOUISIANA,.18 to 25,335,197,58.8,7.9,165,49.2,8.1,2008
LOUISIANA,.25 to 45,1223,902,73.8,3.7,796,65,4,2008
LOUISIANA,.45 to 65,1111,872,78.5,3.6,791,71.2,4,2008
LOUISIANA,.65 to 75,260,222,85.1,6.5,216,82.8,6.9,2008
LOUISIANA,.75+,231,200,86.6,6.6,182,78.8,7.9,2008
MAINE,.Total,1020,801,78.5,2.3,716,70.2,2.6,2008
MAINE,.18 to 25,105,64,61,8.7,57,54.5,8.9,2008
MAINE,.25 to 45,322,242,75.2,4.4,212,65.8,4.8,2008
MAINE,.45 to 65,409,334,81.6,3.5,300,73.3,4,2008
MAINE,.65 to 75,104,93,89,5.6,85,81.7,6.9,2008
MAINE,.75+,80,68,85.3,7.2,62,77.1,8.6,2008
MARYLAND,.Total,4218,2828,67,2.2,2611,61.9,2.3,2008
MARYLAND,.18 to 25,566,286,50.5,6.4,251,44.2,6.3,2008
MARYLAND,.25 to 45,1482,945,63.8,3.8,863,58.2,3.9,2008
MARYLAND,.45 to 65,1532,1118,73,3.4,1066,69.6,3.6,2008
MARYLAND,.65 to 75,332,258,77.7,6.9,244,73.6,7.4,2008
MARYLAND,.75+,305,220,72.1,7.8,188,61.4,8.5,2008
MASSACHUSETTS,.Total,4962,3293,66.4,2,3044,61.3,2.1,2008
MASSACHUSETTS,.18 to 25,589,296,50.2,6.1,253,43,6.1,2008
MASSACHUSETTS,.25 to 45,1796,1011,56.3,3.5,943,52.5,3.5,2008
MASSACHUSETTS,.45 to 65,1686,1270,75.3,3.1,1196,70.9,3.3,2008
MASSACHUSETTS,.65 to 75,380,302,79.5,6.2,273,71.9,6.9,2008
MASSACHUSETTS,.75+,510,415,81.3,5.1,378,74.2,5.8,2008
MICHIGAN,.Total,7487,5531,73.9,1.5,4865,65,1.7,2008
MICHIGAN,.18 to 25,937,610,65.1,4.7,455,48.6,4.9,2008
MICHIGAN,.25 to 45,2571,1881,73.1,2.6,1642,63.8,2.8,2008
MICHIGAN,.45 to 65,2664,1998,75,2.5,1818,68.3,2.7,2008
MICHIGAN,.65 to 75,696,549,78.8,4.7,510,73.2,5,2008
MICHIGAN,.75+,619,494,79.8,4.8,440,71.1,5.5,2008
MINNESOTA,.Total,3898,2931,75.2,2.1,2759,70.8,2.2,2008
MINNESOTA,.18 to 25,476,306,64.3,6.5,279,58.6,6.7,2008
MINNESOTA,.25 to 45,1401,979,69.9,3.6,919,65.6,3.8,2008
MINNESOTA,.45 to 65,1379,1106,80.2,3.2,1049,76.1,3.4,2008
MINNESOTA,.65 to 75,334,285,85.6,5.7,267,80,6.5,2008
MINNESOTA,.75+,309,254,82.3,6.5,245,79.3,6.9,2008
MISSISSIPPI,.Total,2109,1589,75.3,2.3,1439,68.2,2.4,2008
MISSISSIPPI,.18 to 25,320,198,62,6.6,158,49.5,6.8,2008
MISSISSIPPI,.25 to 45,710,522,73.5,4,481,67.7,4.2,2008
MISSISSIPPI,.45 to 65,752,589,78.3,3.6,550,73.2,3.9,2008
MISSISSIPPI,.65 to 75,178,157,87.9,5.9,144,80.6,7.1,2008
MISSISSIPPI,.75+,149,124,82.9,7.4,106,70.8,9,2008
MISSOURI,.Total,4430,3224,72.8,2,2846,64.2,2.2,2008
MISSOURI,.18 to 25,551,377,68.5,6,304,55.2,6.4,2008
MISSOURI,.25 to 45,1560,1047,67.1,3.6,912,58.4,3.8,2008
MISSOURI,.45 to 65,1601,1230,76.8,3.2,1132,70.7,3.4,2008
MISSOURI,.65 to 75,398,326,81.9,5.8,296,74.3,6.6,2008
MISSOURI,.75+,319,244,76.4,7.2,202,63.2,8.2,2008
MONTANA,.Total,731,516,70.6,2.4,473,64.7,2.5,2008
MONTANA,.18 to 45,319,197,61.7,3.8,172,54.1,3.9,2008
MONTANA,.45 to 65,252,190,75.5,3.8,180,71.4,4,2008
MONTANA,.65+,161,129,80.5,4.4,121,75.2,4.8,2008
NEBRASKA,.Total,1308,939,71.8,2.4,844,64.5,2.6,2008
NEBRASKA,.18 to 25,182,94,51.7,7.2,75,41.5,7.1,2008
NEBRASKA,.25 to 45,448,300,67,4.3,257,57.5,4.5,2008
NEBRASKA,.45 to 65,454,363,80,3.6,344,75.8,3.9,2008
NEBRASKA,.65 to 75,118,91,77.2,7.5,85,72,8,2008
NEBRASKA,.75+,107,91,84.8,6.7,82,76.6,7.9,2008
NEVADA,.Total,1946,1147,59,2.5,1027,52.8,2.6,2008
NEVADA,.18 to 25,228,106,46.5,7.5,85,37.2,7.3,2008
NEVADA,.25 to 45,759,404,53.2,4.1,357,47,4.1,2008
NEVADA,.45 to 65,659,422,64,4.3,400,60.6,4.3,2008
NEVADA,.65 to 75,171,124,72.2,7.8,111,64.8,8.3,2008
NEVADA,.75+,130,92,71.2,9,75,58.1,9.9,2008
NEW HAMPSHIRE,.Total,1015,756,74.5,2.3,708,69.8,2.5,2008
NEW HAMPSHIRE,.18 to 25,125,83,65.9,7.2,72,57.3,7.5,2008
NEW HAMPSHIRE,.25 to 45,335,244,72.6,4.2,230,68.6,4.3,2008
NEW HAMPSHIRE,.45 to 65,378,295,78,3.6,281,74.3,3.8,2008
NEW HAMPSHIRE,.65 to 75,89,70,77.7,7.5,67,74.5,7.9,2008
NEW HAMPSHIRE,.75+,87,65,75.1,7.9,59,68,8.6,2008
NEW JERSEY,.Total,6489,4022,62,1.8,3637,56,1.9,2008
NEW JERSEY,.18 to 25,844,462,54.8,5.2,384,45.5,5.2,2008
NEW JERSEY,.25 to 45,2191,1206,55,3.2,1080,49.3,3.2,2008
NEW JERSEY,.45 to 65,2370,1613,68.1,2.9,1503,63.4,3,2008
NEW JERSEY,.65 to 75,522,392,75.2,5.7,380,72.9,5.9,2008
NEW JERSEY,.75+,563,348,61.8,6.2,290,51.5,6.3,2008
NEW MEXICO,.Total,1473,937,63.6,2.5,846,57.4,2.6,2008
NEW MEXICO,.18 to 25,163,88,54.2,7.9,69,42.5,7.8,2008
NEW MEXICO,.25 to 45,547,283,51.8,4.3,239,43.7,4.3,2008
NEW MEXICO,.45 to 65,534,384,72,3.9,368,68.9,4,2008
NEW MEXICO,.65 to 75,133,105,78.7,7.1,102,76.2,7.4,2008
NEW MEXICO,.75+,95,75,79.1,8.4,69,71.8,9.3,2008
NEW YORK,.Total,14665,8458,57.7,1.2,7559,51.5,1.3,2008
NEW YORK,.18 to 25,1836,875,47.7,3.6,741,40.4,3.5,2008
NEW YORK,.25 to 45,5284,2693,51,2.1,2316,43.8,2.1,2008
NEW YORK,.45 to 65,4881,3098,63.5,2.1,2889,59.2,2.1,2008
NEW YORK,.65 to 75,1398,936,67,3.8,859,61.5,4,2008
NEW YORK,.75+,1267,856,67.5,4,754,59.5,4.2,2008
NORTH CAROLINA,.Total,6845,4902,71.6,1.6,4370,63.8,1.7,2008
NORTH CAROLINA,.18 to 25,755,445,59,5.4,362,48,5.5,2008
NORTH CAROLINA,.25 to 45,2584,1735,67.1,2.8,1566,60.6,2.9,2008
NORTH CAROLINA,.45 to 65,2318,1776,76.6,2.6,1640,70.8,2.8,2008
NORTH CAROLINA,.65 to 75,594,485,81.6,4.8,421,70.7,5.6,2008
NORTH CAROLINA,.75+,593,461,77.7,5.1,381,64.2,5.9,2008
NORTH DAKOTA,.Total,484,399,82.3,2,321,66.3,2.5,2008
NORTH DAKOTA,.18 to 45,230,171,74.2,3.4,131,57,3.8,2008
NORTH DAKOTA,.45 to 65,170,151,89.1,2.8,125,73.7,4,2008
NORTH DAKOTA,.65+,85,77,90.5,3.7,65,76.8,5.4,2008
OHIO,.Total,8499,6108,71.9,1.5,5483,64.5,1.6,2008
OHIO,.18 to 25,1044,692,66.3,4.4,581,55.7,4.6,2008
OHIO,.25 to 45,2887,1985,68.7,2.6,1757,60.9,2.7,2008
OHIO,.45 to 65,3162,2352,74.4,2.3,2153,68.1,2.5,2008
OHIO,.65 to 75,769,586,76.2,4.6,544,70.7,4.9,2008
OHIO,.75+,637,494,77.6,5,448,70.3,5.4,2008
OKLAHOMA,.Total,2667,1798,67.4,2.5,1507,56.5,2.6,2008
OKLAHOMA,.18 to 25,340,171,50.4,7.4,132,38.7,7.2,2008
OKLAHOMA,.25 to 45,942,596,63.2,4.3,473,50.2,4.5,2008
OKLAHOMA,.45 to 65,900,666,73.9,4,579,64.3,4.4,2008
OKLAHOMA,.65 to 75,265,201,76.1,7.2,180,68.1,7.8,2008
OKLAHOMA,.75+,219,164,74.6,8,143,65.2,8.8,2008
OREGON,.Total,2904,1961,67.5,2.5,1818,62.6,2.5,2008
OREGON,.18 to 25,301,158,52.4,8.1,136,45.2,8.1,2008
OREGON,.25 to 45,1072,708,66,4.1,624,58.2,4.3,2008
OREGON,.45 to 65,1035,722,69.7,4,689,66.5,4.1,2008
OREGON,.65 to 75,270,208,77.1,7.2,208,77.1,7.2,2008
OREGON,.75+,226,165,73.1,8.3,161,71.5,8.5,2008
PENNSYLVANIA,.Total,9449,6451,68.3,1.4,5747,60.8,1.5,2008
PENNSYLVANIA,.18 to 25,1198,674,56.3,4.3,601,50.1,4.3,2008
PENNSYLVANIA,.25 to 45,3026,2047,67.6,2.6,1783,58.9,2.7,2008
PENNSYLVANIA,.45 to 65,3383,2417,71.4,2.3,2199,65,2.5,2008
PENNSYLVANIA,.65 to 75,1000,717,71.7,4.3,663,66.3,4.5,2008
PENNSYLVANIA,.75+,842,596,70.8,4.7,501,59.6,5.1,2008
RHODE ISLAND,.Total,804,568,70.6,2.5,507,63,2.6,2008
RHODE ISLAND,.18 to 45,381,241,63.2,3.8,208,54.5,3.9,2008
RHODE ISLAND,.45 to 65,283,213,75,4,198,69.8,4.2,2008
RHODE ISLAND,.65+,140,114,81.6,5,101,72.4,5.8,2008
SOUTH CAROLINA,.Total,3313,2385,72,2.3,2100,63.4,2.5,2008
SOUTH CAROLINA,.18 to 25,387,211,54.6,7.5,185,47.8,7.5,2008
SOUTH CAROLINA,.25 to 45,1156,767,66.4,4.1,665,57.5,4.3,2008
SOUTH CAROLINA,.45 to 65,1151,885,76.9,3.7,785,68.2,4.1,2008
SOUTH CAROLINA,.65 to 75,372,314,84.4,5.6,283,76.1,6.6,2008
SOUTH CAROLINA,.75+,248,207,83.4,7,183,73.7,8.3,2008
SOUTH DAKOTA,.Total,590,442,74.9,2.1,390,66.1,2.3,2008
SOUTH DAKOTA,.18 to 45,269,172,63.9,3.5,140,52.2,3.6,2008
SOUTH DAKOTA,.45 to 65,215,180,83.9,3,166,77.1,3.4,2008
SOUTH DAKOTA,.65+,106,90,84.5,4.2,84,79,4.7,2008
TENNESSEE,.Total,,2921,62.3,2.1,2516,53.6,2.2,2008
TENNESSEE,.18 to 25,593,298,50.3,6.1,234,39.5,6,2008
TENNESSEE,.25 to 45,1660,953,57.4,3.6,809,48.7,3.7,2008
TENNESSEE,.45 to 65,1621,1063,65.6,3.5,950,58.6,3.7,2008
TENNESSEE,.65 to 75,478,349,72.9,6.1,306,64.1,6.6,2008
TENNESSEE,.75+,340,258,75.8,6.9,216,63.4,7.8,2008
TEXAS,.Total,17295,10123,58.5,1.1,8435,48.8,1.1,2008
TEXAS,.18 to 25,2386,1074,45,3.1,780,32.7,2.9,2008
TEXAS,.25 to 45,6853,3512,51.2,1.8,2736,39.9,1.8,2008
TEXAS,.45 to 65,5438,3590,66,1.9,3163,58.2,2,2008
TEXAS,.65 to 75,1479,1140,77.1,3.3,1065,72,3.5,2008
TEXAS,.75+,1140,808,70.9,4.1,691,60.7,4.4,2008
UTAH,.Total,1859,1056,56.8,2.4,939,50.5,2.4,2008
UTAH,.18 to 25,292,107,36.5,5.8,85,29.2,5.5,2008
UTAH,.25 to 45,791,418,52.9,3.7,365,46.1,3.7,2008
UTAH,.45 to 65,579,380,65.7,4.1,357,61.7,4.2,2008
UTAH,.65 to 75,99,72,73,9.2,67,67.9,9.7,2008
UTAH,.75+,98,78,79.5,8.4,65,66,9.9,2008
VERMONT,.Total,487,345,70.9,2.5,308,63.2,2.7,2008
VERMONT,.18 to 45,213,132,61.6,4.1,110,51.4,4.2,2008
VERMONT,.45 to 65,197,151,76.9,3.7,139,70.6,4,2008
VERMONT,.65+,77,62,81,5.5,59,77,5.9,2008
VIRGINIA,.Total,5720,3950,69.1,1.8,3650,63.8,1.9,2008
VIRGINIA,.18 to 25,650,346,53.3,5.8,311,47.9,5.8,2008
VIRGINIA,.25 to 45,2130,1393,65.4,3.1,1262,59.3,3.2,2008
VIRGINIA,.45 to 65,2075,1510,72.8,2.9,1429,68.9,3,2008
VIRGINIA,.65 to 75,478,394,82.5,5.2,379,79.3,5.5,2008
VIRGINIA,.75+,388,308,79.3,6.1,269,69.3,7,2008
WASHINGTON,.Total,4912,3299,67.2,2,3073,62.6,2.1,2008
WASHINGTON,.18 to 25,518,259,49.9,6.7,223,43,6.6,2008
WASHINGTON,.25 to 45,1849,1147,62,3.4,1039,56.2,3.5,2008
WASHINGTON,.45 to 65,1784,1336,74.9,3.1,1276,71.5,3.2,2008
WASHINGTON,.65 to 75,458,323,70.6,6.5,311,68,6.6,2008
WASHINGTON,.75+,303,235,77.5,7.3,224,73.9,7.7,2008
WEST VIRGINIA,.Total,1395,917,65.7,2.3,741,53.1,2.4,2008
WEST VIRGINIA,.18 to 25,150,88,58.3,7.2,72,48.1,7.3,2008
WEST VIRGINIA,.25 to 45,458,283,61.9,4.1,220,48.2,4.2,2008
WEST VIRGINIA,.45 to 65,528,366,69.4,3.6,306,58,3.9,2008
WEST VIRGINIA,.65 to 75,138,99,72,6.9,82,59.4,7.5,2008
WEST VIRGINIA,.75+,121,81,66.3,7.7,60,49.4,8.2,2008
WISCONSIN,.Total,4212,3095,73.5,2,2887,68.5,2.1,2008
WISCONSIN,.18 to 25,487,282,57.8,6.7,267,54.8,6.8,2008
WISCONSIN,.25 to 45,1476,1005,68.1,3.6,901,61,3.8,2008
WISCONSIN,.45 to 65,1470,1188,80.8,3.1,1134,77.1,3.3,2008
WISCONSIN,.65 to 75,360,295,82,6.1,275,76.4,6.7,2008
WISCONSIN,.75+,418,325,77.7,6.1,309,74,6.4,2008
WYOMING,.Total,397,270,67.9,2.6,250,62.9,2.6,2008
WYOMING,.18 to 45,186,114,61.4,3.9,100,53.8,4,2008
WYOMING,.45 to 65,153,109,70.9,4,104,68.2,4.1,2008
WYOMING,.65+,59,47,(B),(B),46,(B),(B),2008
