STATE,Age,Total,Total Registered,Percent registered (18+),CI Registered,Total Voted,Percent voted (18+),CI Voted,Year
COLORADO,Total,4242,2893,68.2,2.4,2707,63.8,2.5,2016
COLORADO,18 to 24,410,210,51.2,8.2,177,43.1,8.1,2016
COLORADO,25 to 34,922,596,64.7,5.2,535,58,5.4,2016
COLORADO,35 to 44,774,535,69.1,5.5,514,66.5,5.6,2016
COLORADO,45 to 64,1342,914,68.1,4.2,867,64.6,4.3,2016
COLORADO,65+,794,638,80.4,4.7,614,77.3,4.9,2016
CONNECTICUT,Total,2759,1763,63.9,2.6,1586,57.5,2.7,2016
CONNECTICUT,18 to 24,263,123,46.6,8.9,97,37,8.6,2016
CONNECTICUT,25 to 34,505,279,55.2,6.4,244,48.4,6.4,2016
CONNECTICUT,35 to 44,397,236,59.5,7.1,208,52.5,7.2,2016
CONNECTICUT,45 to 64,1034,700,67.7,4.2,636,61.5,4.4,2016
CONNECTICUT,65+,560,425,75.9,5.2,400,71.4,5.5,2016
DELAWARE,Total,729,487,66.8,2.6,417,57.2,2.7,2016
DELAWARE,18 to 24,82,44,B,B,29,B,B,2016
DELAWARE,25 to 34,110,62,B,B,48,B,B,2016
DELAWARE,35 to 44,115,77,66.4,6.5,62,54,6.8,2016
DELAWARE,45 to 64,253,177,70.1,4.2,162,64.1,4.5,2016
DELAWARE,65+,169,127,75.3,4.9,116,68.7,5.3,2016
DISTRICT OF COLUMBIA,Total,553,420,75.9,2.4,380,68.7,2.6,2016
DISTRICT OF COLUMBIA,18 to 24,59,40,B,B,34,B,B,2016
DISTRICT OF COLUMBIA,25 to 34,179,130,72.9,4.3,120,67.1,4.6,2016
DISTRICT OF COLUMBIA,35 to 44,91,70,B,B,64,B,B,2016
DISTRICT OF COLUMBIA,45 to 64,139,110,79.5,4.5,99,71.4,5,2016
DISTRICT OF COLUMBIA,65+,86,70,B,B,63,B,B,2016
FLORIDA,Total,16202,9604,59.3,1.3,8578,52.9,1.3,2016
FLORIDA,18 to 24,1589,728,45.8,4.1,527,33.1,3.8,2016
FLORIDA,25 to 34,2582,1357,52.5,3.2,1157,44.8,3.2,2016
FLORIDA,35 to 44,2505,1315,52.5,3.2,1144,45.7,3.2,2016
FLORIDA,45 to 64,5661,3446,60.9,2.1,3171,56,2.1,2016
FLORIDA,65+,3865,2758,71.4,2.4,2578,66.7,2.5,2016
GEORGIA,Total,7626,4892,64.1,1.8,4246,55.7,1.9,2016
GEORGIA,18 to 24,991,511,51.6,5.3,401,40.5,5.2,2016
GEORGIA,25 to 34,1316,712,54.1,4.5,609,46.3,4.6,2016
GEORGIA,35 to 44,1352,790,58.4,4.4,672,49.7,4.5,2016
GEORGIA,45 to 64,2599,1801,69.3,3,1593,61.3,3.2,2016
GEORGIA,65+,1368,1078,78.8,3.7,971,71,4.1,2016
HAWAII,Total,1064,530,49.8,2.7,460,43.3,2.7,2016
HAWAII,18 to 24,115,38,33.4,7.8,23,20.4,6.6,2016
HAWAII,25 to 34,198,76,38.5,6.1,61,30.8,5.8,2016
HAWAII,35 to 44,161,79,49.3,7,69,42.8,6.9,2016
HAWAII,45 to 64,366,200,54.6,4.6,182,49.7,4.6,2016
HAWAII,65+,224,136,60.8,5.8,125,55.8,5.9,2016
IDAHO,Total,1224,790,64.5,2.7,714,58.3,2.7,2016
IDAHO,18 to 24,166,79,47.4,7.5,68,40.7,7.4,2016
IDAHO,25 to 34,217,116,53.5,6.6,102,46.8,6.6,2016
IDAHO,35 to 44,187,109,58.3,7,96,51.1,7.1,2016
IDAHO,45 to 64,381,265,69.5,4.6,247,64.8,4.8,2016
IDAHO,65+,272,220,80.9,4.6,202,74.1,5.2,2016
ILLINOIS,Total,9723,6665,68.5,1.6,5719,58.8,1.7,2016
ILLINOIS,18 to 24,1330,802,60.3,4.4,603,45.3,4.5,2016
ILLINOIS,25 to 34,1664,975,58.6,4,795,47.8,4.1,2016
ILLINOIS,35 to 44,1527,996,65.3,4,811,53.1,4.2,2016
ILLINOIS,45 to 64,3456,2539,73.5,2.5,2272,65.8,2.7,2016
ILLINOIS,65+,1746,1352,77.4,3.3,1237,70.9,3.6,2016
INDIANA,Total,4988,3298,66.1,2.2,2795,56,2.3,2016
INDIANA,18 to 24,618,338,54.7,6.6,252,40.8,6.5,2016
INDIANA,25 to 34,917,550,60,5.3,442,48.2,5.4,2016
INDIANA,35 to 44,758,492,65,5.7,426,56.2,5.9,2016
INDIANA,45 to 64,1742,1192,68.4,3.7,1043,59.9,3.9,2016
INDIANA,65+,953,725,76.1,4.5,632,66.3,5,2016
IOWA,Total,2394,1657,69.2,2.6,1454,60.7,2.7,2016
IOWA,18 to 24,295,142,48.3,7.9,105,35.5,7.6,2016
IOWA,25 to 34,450,305,67.8,6,241,53.6,6.4,2016
IOWA,35 to 44,343,228,66.4,6.9,196,57.1,7.3,2016
IOWA,45 to 64,768,545,71,4.5,499,65,4.7,2016
IOWA,65+,538,436,81.2,4.6,413,76.8,4.9,2016
KANSAS,Total,2142,1438,67.1,2.8,1243,58,3,2016
KANSAS,18 to 24,269,126,46.7,8.4,91,33.8,8,2016
KANSAS,25 to 34,402,219,54.5,6.9,184,45.9,6.9,2016
KANSAS,35 to 44,328,240,73.2,6.8,210,63.9,7.3,2016
KANSAS,45 to 64,719,502,69.9,4.7,445,61.8,5,2016
KANSAS,65+,424,350,82.6,5.1,314,73.9,5.9,2016
KENTUCKY,Total,3348,2253,67.3,2.7,1850,55.3,2.8,2016
KENTUCKY,18 to 24,406,249,61.5,8,207,51.1,8.2,2016
KENTUCKY,25 to 34,530,336,63.3,6.9,273,51.5,7.2,2016
KENTUCKY,35 to 44,553,360,65.1,6.7,300,54.2,7,2016
KENTUCKY,45 to 64,1244,853,68.6,4.4,703,56.6,4.7,2016
KENTUCKY,65+,615,455,73.9,5.9,366,59.5,6.6,2016
LOUISIANA,Total,3463,2446,70.6,2.5,2067,59.7,2.6,2016
LOUISIANA,18 to 24,458,283,61.7,7.2,225,49.2,7.4,2016
LOUISIANA,25 to 34,628,425,67.6,5.9,318,50.7,6.3,2016
LOUISIANA,35 to 44,536,348,64.9,6.5,308,57.4,6.8,2016
LOUISIANA,45 to 64,1233,913,74.1,4,801,64.9,4.3,2016
LOUISIANA,65+,608,478,78.5,5.3,415,68.3,6,2016
MAINE,Total,1058,830,78.5,2.5,754,71.3,2.8,2016
MAINE,18 to 24,101,63,61.7,9.6,49,48.8,9.9,2016
MAINE,25 to 34,157,109,69.2,7.3,95,60.4,7.8,2016
MAINE,35 to 44,146,107,73.3,7.3,97,66.4,7.8,2016
MAINE,45 to 64,421,354,83.9,3.6,327,77.5,4.1,2016
MAINE,65+,232,198,85.4,4.6,186,80.3,5.2,2016
MARYLAND,Total,4623,3114,67.3,2.3,2737,59.2,2.4,2016
MARYLAND,18 to 24,468,279,59.7,7.6,225,48,7.8,2016
MARYLAND,25 to 34,819,505,61.7,5.7,424,51.8,5.9,2016
MARYLAND,35 to 44,833,490,58.8,5.7,424,50.9,5.8,2016
MARYLAND,45 to 64,1702,1243,73,3.6,1133,66.6,3.8,2016
MARYLAND,65+,801,596,74.4,5.2,530,66.2,5.6,2016
MASSACHUSETTS,Total,5374,3660,68.1,2.1,3315,61.7,2.2,2016
MASSACHUSETTS,18 to 24,596,298,50,6.7,238,39.9,6.6,2016
MASSACHUSETTS,25 to 34,1035,615,59.5,5,555,53.6,5.1,2016
MASSACHUSETTS,35 to 44,811,506,62.4,5.6,475,58.6,5.7,2016
MASSACHUSETTS,45 to 64,1850,1383,74.8,3.3,1263,68.3,3.5,2016
MASSACHUSETTS,65+,1082,858,79.3,4,784,72.4,4.4,2016
MICHIGAN,Total,7624,5434,71.3,1.7,4713,61.8,1.8,2016
MICHIGAN,18 to 24,853,453,53.1,5.6,308,36.1,5.4,2016
MICHIGAN,25 to 34,1397,911,65.2,4.2,706,50.6,4.4,2016
MICHIGAN,35 to 44,1047,750,71.7,4.6,650,62.1,4.9,2016
MICHIGAN,45 to 64,2848,2158,75.8,2.6,1962,68.9,2.9,2016
MICHIGAN,65+,1480,1162,78.5,3.5,1088,73.5,3.8,2016
MINNESOTA,Total,4190,3055,72.9,2.3,2738,65.3,2.4,2016
MINNESOTA,18 to 24,524,297,56.7,7.2,260,49.6,7.2,2016
MINNESOTA,25 to 34,708,491,69.3,5.7,435,61.4,6.1,2016
MINNESOTA,35 to 44,684,476,69.7,5.8,438,64.1,6.1,2016
MINNESOTA,45 to 64,1503,1158,77.1,3.6,1047,69.7,3.9,2016
MINNESOTA,65+,772,633,82,4.6,558,72.3,5.3,2016
MISSISSIPPI,Total,2203,1725,78.3,2.3,1470,66.7,2.6,2016
MISSISSIPPI,18 to 24,283,170,60,7.5,130,46.1,7.7,2016
MISSISSIPPI,25 to 34,356,262,73.7,6.1,203,57,6.8,2016
MISSISSIPPI,35 to 44,368,278,75.4,5.8,245,66.5,6.4,2016
MISSISSIPPI,45 to 64,763,635,83.1,3.5,557,72.9,4.2,2016
MISSISSIPPI,65+,433,380,87.9,4.1,335,77.3,5.2,2016
MISSOURI,Total,4626,3333,72.1,2.2,2906,62.8,2.4,2016
MISSOURI,18 to 24,565,326,57.7,6.9,259,45.9,7,2016
MISSOURI,25 to 34,757,497,65.6,5.8,404,53.4,6.1,2016
MISSOURI,35 to 44,753,473,62.9,5.9,418,55.5,6.1,2016
MISSOURI,45 to 64,1537,1184,77,3.6,1065,69.3,3.9,2016
MISSOURI,65+,1013,854,84.2,3.8,759,74.9,4.6,2016
MONTANA,Total,798,581,72.8,2.3,521,65.2,2.4,2016
MONTANA,18 to 24,97,51,B,B,38,B,B,2016
MONTANA,25 to 34,131,83,63.2,6.1,65,49.8,6.3,2016
MONTANA,35 to 44,114,84,73.6,5.9,77,67.2,6.3,2016
MONTANA,45 to 64,274,212,77.4,3.6,199,72.5,3.9,2016
MONTANA,65+,182,151,82.9,4,142,78.1,4.4,2016
NEBRASKA,Total,1407,1008,71.7,2.6,893,63.4,2.8,2016
NEBRASKA,18 to 24,190,115,60.5,7.8,95,50.1,8,2016
NEBRASKA,25 to 34,258,162,62.5,6.6,130,50.4,6.8,2016
NEBRASKA,35 to 44,212,146,69.1,7,131,62,7.3,2016
NEBRASKA,45 to 64,454,341,75.1,4.5,306,67.3,4.8,2016
NEBRASKA,65+,293,245,83.5,4.8,230,78.6,5.3,2016
NEVADA,Total,2234,1371,61.4,2.7,1195,53.5,2.8,2016
NEVADA,18 to 24,261,124,47.3,8.1,98,37.6,7.8,2016
NEVADA,25 to 34,415,222,53.3,6.4,183,43.9,6.4,2016
NEVADA,35 to 44,365,220,60.3,6.7,186,50.9,6.8,2016
NEVADA,45 to 64,774,480,62,4.6,431,55.6,4.7,2016
NEVADA,65+,418,326,78.1,5.3,297,71.2,5.8,2016
NEW HAMPSHIRE,Total,1044,763,73.1,2.5,698,66.9,2.7,2016
NEW HAMPSHIRE,18 to 24,98,66,B,B,55,B,B,2016
NEW HAMPSHIRE,25 to 34,157,103,65.4,6.9,89,56.9,7.2,2016
NEW HAMPSHIRE,35 to 44,164,109,66.3,6.7,102,62.5,6.9,2016
NEW HAMPSHIRE,45 to 64,396,310,78.1,3.8,287,72.3,4.1,2016
NEW HAMPSHIRE,65+,228,175,76.9,5.1,165,72.3,5.4,2016
NEW JERSEY,Total,6862,4165,60.7,1.9,3665,53.4,2,2016
NEW JERSEY,18 to 24,849,419,49.4,5.7,305,35.9,5.4,2016
NEW JERSEY,25 to 34,1046,507,48.5,5.1,426,40.7,5,2016
NEW JERSEY,35 to 44,1110,631,56.8,4.9,566,51,4.9,2016
NEW JERSEY,45 to 64,2474,1615,65.3,3.2,1472,59.5,3.3,2016
NEW JERSEY,65+,1383,994,71.8,4,896,64.8,4.2,2016
NEW MEXICO,Total,1547,916,59.2,2.5,765,49.4,2.6,2016
NEW MEXICO,18 to 24,241,120,49.7,6.6,91,37.8,6.4,2016
NEW MEXICO,25 to 34,215,109,50.5,7,77,36,6.7,2016
NEW MEXICO,35 to 44,233,117,50.2,6.7,94,40.3,6.6,2016
NEW MEXICO,45 to 64,549,332,60.4,4.3,283,51.5,4.4,2016
NEW MEXICO,65+,309,239,77.3,4.9,220,71.1,5.3,2016
NEW YORK,Total,15506,9142,59,1.3,7869,50.7,1.3,2016
NEW YORK,18 to 24,1756,832,47.4,4,607,34.6,3.8,2016
NEW YORK,25 to 34,2952,1510,51.1,3.1,1276,43.2,3.1,2016
NEW YORK,35 to 44,2528,1363,53.9,3.3,1153,45.6,3.3,2016
NEW YORK,45 to 64,5070,3234,63.8,2.3,2875,56.7,2.3,2016
NEW YORK,65+,3201,2204,68.8,2.7,1957,61.1,2.9,2016
NORTH CAROLINA,Total,7631,5194,68.1,1.8,4700,61.6,1.9,2016
NORTH CAROLINA,18 to 24,924,505,54.7,5.5,414,44.8,5.5,2016
NORTH CAROLINA,25 to 34,1319,784,59.5,4.5,666,50.5,4.6,2016
NORTH CAROLINA,35 to 44,1180,754,63.9,4.7,676,57.3,4.8,2016
NORTH CAROLINA,45 to 64,2712,1979,73,2.8,1841,67.9,3,2016
NORTH CAROLINA,65+,1496,1172,78.4,3.6,1102,73.7,3.8,2016
NORTH DAKOTA,Total,583,424,72.8,2.4,362,62.1,2.6,2016
NORTH DAKOTA,18 to 24,79,47,B,B,37,B,B,2016
NORTH DAKOTA,25 to 34,124,83,66.7,5.5,70,56.2,5.8,2016
NORTH DAKOTA,35 to 44,90,65,B,B,56,B,B,2016
NORTH DAKOTA,45 to 64,192,153,79.6,3.8,132,68.7,4.4,2016
NORTH DAKOTA,65+,97,76,B,B,67,B,B,2016
OHIO,Total,8811,6128,69.5,1.6,5408,61.4,1.7,2016
OHIO,18 to 24,1075,576,53.6,5,425,39.6,4.9,2016
OHIO,25 to 34,1425,859,60.2,4.3,718,50.4,4.4,2016
OHIO,35 to 44,1325,884,66.7,4.3,792,59.8,4.4,2016
OHIO,45 to 64,3061,2271,74.2,2.6,2072,67.7,2.8,2016
OHIO,65+,1925,1537,79.8,3,1402,72.8,3.3,2016
OKLAHOMA,Total,2923,1861,63.7,2.8,1555,53.2,2.9,2016
OKLAHOMA,18 to 24,316,144,45.8,8.9,102,32.4,8.4,2016
OKLAHOMA,25 to 34,563,324,57.6,6.6,241,42.8,6.6,2016
OKLAHOMA,35 to 44,504,291,57.8,7,240,47.5,7.1,2016
OKLAHOMA,45 to 64,944,636,67.4,4.9,553,58.6,5.1,2016
OKLAHOMA,65+,597,465,78,5.4,419,70.2,6,2016
OREGON,Total,3185,2147,67.4,2.6,1942,61,2.7,2016
OREGON,18 to 24,345,202,58.3,8.4,156,45.2,8.5,2016
OREGON,25 to 34,577,341,59.1,6.5,275,47.6,6.6,2016
OREGON,35 to 44,521,344,66.2,6.6,320,61.4,6.8,2016
OREGON,45 to 64,1044,724,69.3,4.5,679,65.1,4.7,2016
OREGON,65+,698,536,76.9,5.1,512,73.4,5.3,2016
PENNSYLVANIA,Total,9980,6909,69.2,1.5,6008,60.2,1.6,2016
PENNSYLVANIA,18 to 24,1193,720,60.4,4.7,581,48.7,4.8,2016
PENNSYLVANIA,25 to 34,1649,1026,62.2,4,837,50.8,4.1,2016
PENNSYLVANIA,35 to 44,1425,983,69,4.1,865,60.7,4.3,2016
PENNSYLVANIA,45 to 64,3471,2536,73.1,2.5,2294,66.1,2.7,2016
PENNSYLVANIA,65+,2243,1643,73.3,3.1,1431,63.8,3.4,2016
RHODE ISLAND,Total,836,538,64.4,2.7,464,55.5,2.8,2016
RHODE ISLAND,18 to 24,81,43,B,B,34,B,B,2016
RHODE ISLAND,25 to 34,148,93,62.7,6.5,74,49.7,6.7,2016
RHODE ISLAND,35 to 44,145,95,65.1,6.4,78,53.4,6.7,2016
RHODE ISLAND,45 to 64,284,184,64.8,4.6,169,59.5,4.7,2016
RHODE ISLAND,65+,178,124,69.7,5.6,111,62.4,5.9,2016
SOUTH CAROLINA,Total,3733,2575,69,2.5,2233,59.8,2.6,2016
SOUTH CAROLINA,18 to 24,341,185,54.5,8.8,146,42.7,8.7,2016
SOUTH CAROLINA,25 to 34,635,366,57.7,6.4,288,45.4,6.4,2016
SOUTH CAROLINA,35 to 44,642,409,63.7,6.2,346,53.9,6.4,2016
SOUTH CAROLINA,45 to 64,1301,951,73.1,4,860,66.1,4.3,2016
SOUTH CAROLINA,65+,815,663,81.3,4.4,594,72.9,5.1,2016
SOUTH DAKOTA,Total,631,437,69.3,2.7,362,57.3,2.9,2016
SOUTH DAKOTA,18 to 24,84,41,B,B,26,B,B,2016
SOUTH DAKOTA,25 to 34,103,63,B,B,50,B,B,2016
SOUTH DAKOTA,35 to 44,94,61,B,B,52,B,B,2016
SOUTH DAKOTA,45 to 64,230,177,76.7,4.1,147,63.7,4.7,2016
SOUTH DAKOTA,65+,119,95,79.9,5.4,88,73.9,5.9,2016
TENNESSEE,Total,5057,3251,64.3,2.2,2630,52,2.3,2016
TENNESSEE,18 to 24,523,235,45,7.1,156,29.9,6.6,2016
TENNESSEE,25 to 34,971,520,53.5,5.3,379,39.1,5.1,2016
TENNESSEE,35 to 44,777,513,66,5.6,411,52.9,5.9,2016
TENNESSEE,45 to 64,1720,1187,69,3.7,1008,58.6,3.9,2016
TENNESSEE,65+,1065,797,74.8,4.4,676,63.4,4.8,2016
TEXAS,Total,20172,11724,58.1,1.2,9626,47.7,1.2,2016
TEXAS,18 to 24,2542,1036,40.8,3.2,694,27.3,2.9,2016
TEXAS,25 to 34,3950,1918,48.6,2.6,1483,37.5,2.6,2016
TEXAS,35 to 44,3764,2033,54,2.7,1617,42.9,2.7,2016
TEXAS,45 to 64,6450,4181,64.8,2,3579,55.5,2.1,2016
TEXAS,65+,3465,2556,73.7,2.5,2254,65,2.7,2016
UTAH,Total,2096,1398,66.7,2.3,1234,58.9,2.4,2016
UTAH,18 to 24,342,171,50,5.9,142,41.6,5.9,2016
UTAH,25 to 34,416,243,58.5,5.3,201,48.3,5.4,2016
UTAH,35 to 44,416,276,66.3,5.1,243,58.5,5.3,2016
UTAH,45 to 64,586,432,73.7,4,393,67,4.3,2016
UTAH,65+,336,276,82,4.6,255,75.8,5.1,2016
VERMONT,Total,500,351,70.2,2.8,305,61,3,2016
VERMONT,18 to 24,57,34,B,B,26,B,B,2016
VERMONT,25 to 34,77,43,B,B,35,B,B,2016
VERMONT,35 to 44,72,50,B,B,42,B,B,2016
VERMONT,45 to 64,181,133,73.7,4.5,118,65,4.9,2016
VERMONT,65+,112,91,81,5.1,85,75.9,5.6,2016
VIRGINIA,Total,6343,4399,69.4,1.9,3973,62.6,2,2016
VIRGINIA,18 to 24,819,501,61.1,5.7,447,54.6,5.8,2016
VIRGINIA,25 to 34,1118,640,57.2,5,549,49.1,5,2016
VIRGINIA,35 to 44,982,651,66.3,5.1,573,58.3,5.3,2016
VIRGINIA,45 to 64,2144,1612,75.2,3.1,1500,70,3.3,2016
VIRGINIA,65+,1279,996,77.8,3.9,903,70.6,4.3,2016
WASHINGTON,Total,5592,3906,69.9,2,3382,60.5,2.2,2016
WASHINGTON,18 to 24,646,351,54.4,6.5,273,42.2,6.5,2016
WASHINGTON,25 to 34,987,587,59.4,5.2,460,46.5,5.3,2016
WASHINGTON,35 to 44,1014,676,66.7,4.9,564,55.6,5.2,2016
WASHINGTON,45 to 64,1986,1523,76.7,3.2,1366,68.8,3.5,2016
WASHINGTON,65+,958,769,80.3,4.3,720,75.1,4.6,2016
WEST VIRGINIA,Total,1434,913,63.6,2.8,723,50.4,2.9,2016
WEST VIRGINIA,18 to 24,155,78,50.3,8.7,50,32.2,8.2,2016
WEST VIRGINIA,25 to 34,226,141,62.3,7,98,43.5,7.2,2016
WEST VIRGINIA,35 to 44,206,116,56.3,7.5,96,46.6,7.6,2016
WEST VIRGINIA,45 to 64,513,329,64.2,4.6,268,52.2,4.8,2016
WEST VIRGINIA,65+,334,249,74.3,5.2,211,63.1,5.7,2016
WISCONSIN,Total,4465,3323,74.4,2.2,3068,68.7,2.3,2016
WISCONSIN,18 to 24,547,269,49.2,7.1,249,45.6,7.1,2016
WISCONSIN,25 to 34,704,436,62,6.1,370,52.6,6.2,2016
WISCONSIN,35 to 44,724,573,79.1,5,527,72.7,5.5,2016
WISCONSIN,45 to 64,1520,1236,81.3,3.3,1169,76.9,3.6,2016
WISCONSIN,65+,970,809,83.4,4,753,77.6,4.4,2016
WYOMING,Total,436,304,69.7,2.7,277,63.5,2.8,2016
WYOMING,18 to 24,57,33,B,B,30,B,B,2016
WYOMING,25 to 34,75,47,B,B,42,B,B,2016
WYOMING,35 to 44,70,46,B,B,40,B,B,2016
WYOMING,45 to 64,151,110,72.9,4.4,102,67.4,4.7,2016
WYOMING,65+,83,68,B,B,63,B,B,2016
